Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2016,BASF SE,Germany,Petroleum Refinery,-10.84%,-106.78%,-6580542593,-6420310928,-1537071,-82945041,-19394548,-271233,-11727731,-44486548,130507,6.00%
2016,EASTMAN CHEMICAL COMPANY,United States,Petroleum Refinery,-44.23%,-279.03%,-3984613269,-1963359822,-624953,-25486405,-5946445,-93317,-1159240,-1988217094,274006,2.00%
2016,MITSUBISHI CHEMICAL HOLDINGS CORPORATION,Japan,Petroleum Refinery,-12.02%,-164.12%,-3939707091,-3839134901,-918987,-48172015,-11253562,-159453,-20294094,-19785773,11694,11.00%
2016,SOLVAY SOCIETE ANONYME,Belgium,Petroleum Refinery,-32.12%,-344.51%,-3864412408,-3684156123,-980853,-49242080,-11509751,-166476,-744304,-117949711,336889,0.00%
2016,SUMITOMO CHEMICAL CO LIMITED,Japan,Petroleum Refinery,-19.47%,-248.85%,-3507984040,-2175645188,-547445,-27196341,-6371766,-91406,-11156762,-1286996228,21097,7.00%
2016,CHEMOURS CO,United States,Petroleum Refinery,-59.21%,-741.85%,-3197370461,-2765990112,-698636,-36456175,-8533164,-119528,-694926,-384984335,106416,3.00%
2016,ARKEMA SA,France,Petroleum Refinery,-17.79%,-192.60%,-1414502188,-1248068176,-312455,-16505862,-3834510,-53356,-699410,-145063984,35566,1.00%
2016,MITSUBISHI GAS CHEMICAL COMPANY INCORPORATED,Japan,Petroleum Refinery,-24.07%,-419.89%,-1224460214,-1189908468,-270118,-15361006,-3597903,-48721,-3150478,-12106226,-17295,5.00%
2016,INCITEC PIVOT LTD,Australia,Petroleum Refinery,-33.97%,-322.90%,-827255165,-597535517,-283250,-6733862,-1596859,-29727,-1086491,-220064682,75224,11.00%
2016,OCI COMPANY LIMITED,South Korea,Petroleum Refinery,-34.11%,-773.16%,-775783751,-751869465,-180272,-9876329,-2308313,-31684,-742590,-10785331,10233,1.00%
2016,KEMIRA OYJ,Finland,Petroleum Refinery,-15.02%,-241.91%,-374483685,-366116674,-84088,-4818600,-1122590,-15171,-351964,-1974201,-398,2.00%
2016,LOTTE FINE CHEMICAL CO LTD,South Korea,Petroleum Refinery,-23.73%,-1139.24%,-218810398,-207988448,-46890,-2719505,-633910,-8511,-301091,-7109112,-2931,4.00%
2016,NISSAN CHEMICAL CORP,Japan,Petroleum Refinery,-13.17%,-81.46%,-199766900,-157393159,-36186,-1984266,-446392,-6215,-939004,-38955624,-6054,12.00%
2016,OMNIA HOLDINGS LIMITED,South Africa,Petroleum Refinery,-5.09%,-73.48%,-62454383,-35424204,-10031,-500494,-97341,-1659,-4171,-26424320,7837,3.00%
2016,CHINA MOBILE LIMITED,Hong Kong,Post and telecommunications (64),-4.22%,-23.89%,-5021653301,-4478169351,-1019956,-59290638,-13897863,-185549,-330329,-468739856,-19761,1.00%
2016,AT&T INC.,United States,Post and telecommunications (64),-1.70%,-11.28%,-2790302074,-2673352409,-635442,-35564375,-8335372,-113921,-167336,-72203648,70428,2.00%
2016,CHINA UNICOM (HONG KONG) LIMITED,Hong Kong,Post and telecommunications (64),-4.15%,-373.23%,-1911101254,-1515150584,-387753,-19774417,-4655533,-63811,-127855,-370940571,-729,0.00%
2016,VERIZON COMMUNICATIONS,United States,Post and telecommunications (64),-1.37%,-5.98%,-1724074593,-1686580063,-404221,-22438400,-5258622,-72238,-128711,-9246509,54172,3.00%
2016,CHINA UNITED NETWORK COMMUNICATIONS LIMITED,China,Post and telecommunications (64),-4.09%,-371.70%,-1614500775,-1579514755,-362582,-20920016,-4904066,-65705,-109584,-8623442,-625,0.00%
2016,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,Japan,Post and telecommunications (64),-1.55%,-12.97%,-1535229749,-1492840177,-346665,-19870876,-4658129,-62733,-43727,-17423238,15796,1.00%
2016,VODAFONE GROUP PUBLIC LIMITED COMPANY,United Kingdom,Post and telecommunications (64),-1.98%,-40.13%,-1001514987,-978491164,-229217,-12997972,-3046474,-41232,-88503,-6633642,13217,1.00%
2016,DEUTSCHE TELEKOM AG,Germany,Post and telecommunications (64),-1.22%,-15.26%,-939363084,-915948485,-214524,-12184497,-2855247,-38643,-90341,-8045212,13864,1.00%
2016,TELEFONICA SA,Spain,Post and telecommunications (64),-1.34%,-14.37%,-736722547,-653487137,-153055,-8692147,-2037063,-27582,-35671,-72300071,10178,1.00%
2016,"CENTURYLINK,INCORPORATION",United States,Post and telecommunications (64),-3.91%,-29.28%,-682499615,-656742850,-152757,-8735491,-2047735,-27617,-17849,-14782827,7512,1.00%
2016,NTT DOCOMO INCORPORATED,Japan,Post and telecommunications (64),-1.28%,-7.33%,-497569173,-486754011,-113382,-6480178,-1519047,-20494,-17152,-2671105,6196,1.00%
2016,ORANGE SA,France,Post and telecommunications (64),-1.03%,-8.78%,-442862781,-429945393,-101362,-5722949,-1340921,-18228,-29690,-5713150,8911,2.00%
2016,TELENOR GROUP ASA,Norway,Post and telecommunications (64),-2.73%,-13.55%,-416384557,-406770890,-93343,-5398189,-1265240,-16943,-7268,-2833106,422,0.00%
2016,ROSTELEKOM PAO,Russia,Post and telecommunications (64),-8.22%,-108.35%,-400510978,-383799308,-87663,-4990500,-1168829,-15771,-368417,-10075902,-4587,4.00%
2016,VEON LTD - ADR,Netherlands,Post and telecommunications (64),-4.12%,-28.25%,-366140966,-356514697,-82159,-4743398,-1112007,-14910,-5732,-3669941,1877,0.00%
2016,SPRINT CORP,United States,Post and telecommunications (64),-1.06%,-38.24%,-341062631,-330233525,-80251,-4393899,-1029627,-14266,-32878,-5292023,13837,4.00%
2016,KT CORPORATION,South Korea,Post and telecommunications (64),-1.80%,-28.47%,-340433345,-330555696,-77265,-4397308,-1030456,-13942,-21096,-4342518,4935,1.00%
2016,MTN GROUP LIMITED,South Africa,Post and telecommunications (64),-3.14%,-31.67%,-339815387,-332396841,-76006,-4417220,-1032408,-13815,-63717,-1815420,42,0.00%
2016,KDDI CORPORATION,Japan,Post and telecommunications (64),-0.88%,-4.81%,-336360293,-327907237,-77028,-4367482,-1023734,-13880,-16921,-2960124,6113,2.00%
2016,TELSTRA CORPORATION LIMITED,Australia,Post and telecommunications (64),-1.78%,-7.93%,-333871695,-352466784,-87526,-4652985,-1082584,-15440,-90921,24502076,22469,3.00%
2016,LG UPLUS CORPORATION,South Korea,Post and telecommunications (64),-3.40%,-52.21%,-323637260,-315555918,-73005,-4197305,-983805,-13226,-10622,-2805865,2485,1.00%
2016,TELECOM ITALIA SPA,Italy,Post and telecommunications (64),-1.58%,-8.34%,-317082250,-271934436,-67160,-3596672,-839404,-11892,-46534,-40602447,16295,3.00%
2016,AXIATA GROUP BHD,Malaysia,Post and telecommunications (64),-6.43%,-57.07%,-309396389,-302263606,-71361,-3988601,-932598,-12745,-88044,-2044221,4786,1.00%
2016,MOBILE TELECOMMUNICATIONS COMPANY KSCP,Kuwait,Post and telecommunications (64),-8.23%,-31.73%,-292853040,-286156245,-66112,-3802773,-891428,-11954,-13155,-1912413,1041,0.00%
2016,CHUNGHWA TELECOM COMPANY LIMITED,Taiwan,Post and telecommunications (64),-3.79%,-17.94%,-269350480,-258778386,-59516,-3440997,-805939,-10809,-5020,-6250995,1183,0.00%
2016,SK TELECOM CO LTD,South Korea,Post and telecommunications (64),-1.82%,-20.82%,-258576457,-252446972,-58987,-3358232,-786967,-10645,-15854,-1902508,3709,1.00%
2016,TELKOM SA SOC LTD,South Africa,Post and telecommunications (64),-9.26%,-156.60%,-252707458,-247214121,-56532,-3286969,-769814,-10284,-16078,-1353670,10,0.00%
2016,SOFTBANK GROUP CORP,Japan,Post and telecommunications (64),-0.29%,-2.63%,-228758706,-223750717,-55350,-2988981,-700327,-9788,-34681,-1231391,12528,5.00%
2016,SINGAPORE TELECOMMUNICATIONS LIMITED,Singapore,Post and telecommunications (64),-1.48%,-9.26%,-173984210,-169344648,-44189,-2175549,-503901,-7450,-214981,-1705179,11686,3.00%
2016,VODACOM GROUP,South Africa,Post and telecommunications (64),-2.95%,-11.09%,-172749820,-167472503,-38294,-2225408,-520010,-6960,-34493,-2452173,23,1.00%
2016,TRUE CORPORATION PUBLIC COMPANY LIMITED,Thailand,Post and telecommunications (64),-4.01%,N/A,-139773057,-136506892,-32838,-1792742,-418478,-5801,-63793,-955981,3468,1.00%
2016,TELEFONICA DEUTSCHLAND HOLDING AG,Germany,Post and telecommunications (64),-1.73%,N/A,-137142961,-134082204,-31182,-1783524,-418001,-5634,-9273,-814566,1423,1.00%
2016,HELLENIC TELECOMMUNICATIONS ORGANISATION S.A.,Greece,Post and telecommunications (64),-3.11%,-36.83%,-128390372,-120956068,-28081,-1602619,-375372,-5077,-5467,-5418961,1272,1.00%
2016,PLDT INC,Philippines,Post and telecommunications (64),-3.31%,-24.09%,-110253479,-107087753,-26040,-1402469,-327059,-4571,-61013,-1347889,3317,1.00%
2016,KONINKLIJKE KPN NV,Netherlands,Post and telecommunications (64),-1.51%,-10.73%,-108629549,-105976420,-24744,-1410965,-330741,-4468,-4633,-879095,1517,1.00%
2016,TELUS CORPORATION,Canada,Post and telecommunications (64),-1.10%,-6.33%,-104797253,-100315356,-26574,-1346315,-315387,-4592,-370728,-2429287,10985,9.00%
2016,FAR EASTONE TELECOMMUNICATIONS COMPANY LIMITED,Taiwan,Post and telecommunications (64),-3.59%,-22.56%,-104715025,-102090845,-23485,-1357500,-317937,-4265,-2059,-919419,485,0.00%
2016,TELEKOM AUSTRIA AG,Austria,Post and telecommunications (64),-2.15%,-22.04%,-93565971,-91196756,-21641,-1214642,-284781,-3877,-955,-845397,2077,0.00%
2016,GLOBE TELECOM INCORPORATED,Philippines,Post and telecommunications (64),-3.61%,-17.76%,-91915496,-89105510,-21561,-1168457,-272609,-3796,-46585,-1299511,2532,0.00%
2016,TELECOM ARGENTINA SA,Argentina,Post and telecommunications (64),-2.39%,-15.13%,-80420272,-71837106,-17229,-946952,-221668,-3034,-17331,-7378048,1097,1.00%
2016,BCE INC,Canada,Post and telecommunications (64),-0.49%,-2.02%,-79358764,-74022986,-23129,-1005226,-235240,-3792,-632757,-3454383,18750,16.00%
2016,TAIWAN MOBILE CO LTD,Taiwan,Post and telecommunications (64),-2.20%,-13.08%,-79148475,-77431284,-17879,-1029471,-240955,-3242,-2546,-423698,600,0.00%
2016,MAXIS BERHAD,Malaysia,Post and telecommunications (64),-3.41%,-9.96%,-65477879,-63889160,-15504,-837164,-195265,-2725,-35159,-504814,1911,1.00%
2016,EMPRESA NACIONAL DE TELECOMUNICACIONE SA,Chile,Post and telecommunications (64),-2.09%,-25.39%,-58258745,-44989554,-10951,-591348,-138356,-1909,-14342,-12513192,907,19.00%
2016,TELE2 AB,Sweden,Post and telecommunications (64),-1.76%,-25.15%,-54888165,-53674565,-12339,-713653,-167315,-2240,-2597,-315596,139,0.00%
2016,TELEFONICA BRASIL SA,Brazil,Post and telecommunications (64),-0.36%,-2.85%,-47256131,-44538220,-12566,-577888,-131143,-2102,-41462,-1960288,7537,7.00%
2016,DIGI.COM BERHAD,Malaysia,Post and telecommunications (64),-2.99%,-8.62%,-43912954,-42892462,-10493,-560849,-130719,-1836,-26934,-291126,1464,1.00%
2016,CELLNEX TELECOM SA,Spain,Post and telecommunications (64),-6.02%,-76.53%,-42587741,-41576909,-9555,-552972,-129633,-1735,-460,-316610,131,0.00%
2016,ROGERS COMMUNICATIONS INC,Canada,Post and telecommunications (64),-0.39%,-1.95%,-39995614,-38300437,-12671,-522471,-122219,-2043,-399192,-648411,11829,19.00%
2016,ELISA OYJ,Finland,Post and telecommunications (64),-1.46%,-6.93%,-25136951,-24588884,-5635,-326979,-76659,-1024,-522,-137274,26,0.00%
2016,SAFARICOM PLC,Kenya,Post and telecommunications (64),-1.25%,-4.32%,-23885654,-22329116,-4820,-275082,-64247,-868,-4705,-1205385,-1429,11.00%
2016,AXTEL S.A.B. DE C.V.,Mexico,Post and telecommunications (64),-3.50%,N/A,-23675188,-22219104,-5086,-295523,-69284,-925,-40,-1085241,15,0.00%
2016,FREENET AG,Germany,Post and telecommunications (64),-0.64%,-9.86%,-22599304,-22100102,-5287,-294048,-68875,-944,-4156,-126530,638,3.00%
2016,TELEKOM MALAYSIA BERHAD,Malaysia,Post and telecommunications (64),-0.82%,-9.39%,-21936008,-21274917,-6116,-265386,-60810,-977,-49241,-281237,2677,5.00%
2016,STARHUB LTD,Singapore,Post and telecommunications (64),-0.99%,-5.99%,-16495232,-16109621,-4456,-203418,-46822,-727,-30378,-101462,1651,4.00%
2016,TIM PARTICIPACOES SA,Brazil,Post and telecommunications (64),-0.30%,-2.84%,-14552699,-14040821,-4086,-181427,-40940,-676,-15233,-272286,2769,7.00%
2016,MAGYAR TELEKOM TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,Hungary,Post and telecommunications (64),-0.67%,-5.91%,-13824782,-13156867,-3032,-172144,-40267,-545,-5234,-446659,-33,3.00%
2016,VODAFONE QATAR PQSC,Qatar,Post and telecommunications (64),-1.63%,N/A,-9491492,-9201280,-2214,-121882,-28555,-390,-2150,-135191,170,2.00%
2016,ILIAD SA,France,Post and telecommunications (64),-0.18%,-1.17%,-8750981,-8557809,-2308,-114372,-26721,-395,-3426,-46979,1028,9.00%
2016,CHORUS LIMITED,New Zealand,Post and telecommunications (64),-1.13%,-4.26%,-7923525,-7576782,-2060,-96179,-22181,-339,-12869,-213815,700,2.00%
2016,UNITED INTERNET AG,Germany,Post and telecommunications (64),-0.16%,-1.04%,-6557020,-6404203,-1738,-85319,-19929,-295,-4881,-41405,749,9.00%
2016,EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA,Colombia,Post and telecommunications (64),-1.19%,N/A,-5908808,-5729586,-1429,-74952,-17522,-245,-2560,-82676,162,3.00%
2016,SPARK NEW ZEALAND LTD,New Zealand,Post and telecommunications (64),-0.23%,-1.43%,-5515045,-4788718,-2230,-47764,-9921,-283,-44647,-623910,2427,7.00%
2016,TALKTALK TELECOM GROUP PLC,United Kingdom,Post and telecommunications (64),-0.22%,-3.18%,-5076452,-4958308,-1378,-65243,-15257,-229,-3970,-32660,593,10.00%
2016,INMARSAT PLC,United Kingdom,Post and telecommunications (64),-0.39%,-1.15%,-3813009,-3726809,-959,-49260,-11532,-165,-1727,-22815,258,6.00%
2016,SUNRISE COMMUNICATIONS GROUP AG,Switzerland,Post and telecommunications (64),-0.18%,-2.63%,-3405406,-3331396,-902,-43846,-10199,-154,-1411,-17931,434,8.00%
2016,1&1 DRILLISCH AG,Germany,Post and telecommunications (64),-0.07%,-0.81%,-538574,-524988,-169,-7008,-1630,-27,-878,-4010,135,16.00%
2016,SWISSCOM,Switzerland,Post and telecommunications (64),0.06%,0.36%,7307110,7146465,1528,100734,24071,290,-8662,42335,348,11.00%
2016,AFK SISTEMA PAO,Russia,Post and telecommunications (64),17.59%,147.87%,2009869689,2283538758,-711177,34432458,7843172,31835,-864178,-315654703,1253523,2.00%
2016,TASSAL GROUP LTD,Australia,Processing of Food products nec,-942.91%,-7206.12%,-2904716383,-842367,-1950,12612,3816,-179,-17938,-2903874395,4018,0.00%
2016,NESTLE S.A.,Switzerland,Processing of Food products nec,-2.22%,-14.49%,-1952581966,-1812168133,-533097,-23914028,-5626654,-83458,-104270,-110333568,181241,0.00%
2016,WH GROUP LTD,Hong Kong,Processing of Food products nec,-6.32%,-70.16%,-1361896091,-760938450,-206885,-10033908,-2357568,-33911,-239082,-588137649,51363,5.00%
2016,AJINOMOTO COMPANY INCORPORATED,Japan,Processing of Food products nec,-6.79%,-88.39%,-689897093,-651486010,-177190,-8667629,-2032732,-29555,-29326,-27534898,60246,0.00%
2016,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,Thailand,Processing of Food products nec,-5.12%,-81.66%,-664304565,-147393959,-142647,-165165,10463,-628527,-1113435,-515103763,232469,15.00%
2016,FONTERRA SHAREHOLDERS' FUND,New Zealand,Processing of Food products nec,-2236.44%,N/A,-663645006,-648900584,-148644,-8626052,-2022242,-28431,-2547,-3917038,532,0.00%
2016,MONDELEZ INTERNATIONAL INCORPORATED,United States,Processing of Food products nec,-2.09%,-11.56%,-542200106,-475182023,-124539,-6397442,-1475330,-21520,-99063,-58949470,49283,7.00%
2016,DANONE SA,France,Processing of Food products nec,-2.14%,-15.39%,-496539049,-396875431,-103015,-5307977,-1217349,-17605,-356183,-92693030,31542,5.00%
2016,GRUPO BIMBO S.A.B. DE C.V.,Mexico,Processing of Food products nec,-3.86%,-55.08%,-472407691,-433502686,-95022,-5466703,-1278168,-21919,-6090086,-25941008,-12098,9.00%
2016,KELLOGG COMPANY,United States,Processing of Food products nec,-3.59%,-23.44%,-466958953,-343504024,-86523,-4607486,-1067896,-15172,-49732,-117652861,24741,4.00%
2016,"GENERAL MILLS,INC.",United States,Processing of Food products nec,-2.02%,-11.97%,-334412067,-271945884,-72331,-3666422,-843908,-12432,-63295,-57839283,31489,7.00%
2016,UNI-PRESIDENT CHINA HOLDINGS LIMITED,China,Processing of Food products nec,-10.67%,-591.80%,-322561107,-177851500,-43003,-2370821,-555813,-7649,-4323,-141734371,6372,0.00%
2016,CAMPBELL SOUP COMPANY,United States,Processing of Food products nec,-3.98%,-21.84%,-316866568,-209051313,-52681,-2804168,-649896,-9236,-30422,-104283987,15135,4.00%
2016,HORMEL FOODS CORPORATION,United States,Processing of Food products nec,-3.27%,-24.41%,-311785926,-244643077,-61777,-3282208,-760492,-10823,-36392,-63009262,18105,5.00%
2016,ASTRAL FOODS LIMITED,South Africa,Processing of Food products nec,-24.56%,-543.50%,-214572966,-142364550,-37394,-1857149,-423519,-6262,-165894,-69727907,9709,3.00%
2016,TIGER BRANDS LTD,South Africa,Processing of Food products nec,-8.81%,-67.26%,-204201832,-163450029,-50206,-2077704,-455598,-7695,-439892,-37746451,25744,7.00%
2016,VISCOFAN SA,Spain,Processing of Food products nec,-26.03%,-139.09%,-200776929,-154805745,-35721,-2058120,-482264,-6473,-1755,-43387653,802,0.00%
2016,NH FOODS LTD,Japan,Processing of Food products nec,-1.65%,-59.86%,-175437408,-171977368,-45611,-2283863,-533053,-7738,-30679,-574227,15131,2.00%
2016,MEIJI HOLDINGS COMPANY LIMITED,Japan,Processing of Food products nec,-1.65%,-25.94%,-172987588,-164827735,-40091,-2183917,-509354,-7075,-30260,-5395155,5998,5.00%
2016,UNIVERSAL ROBINA CORPORATION,Philippines,Processing of Food products nec,-6.29%,-41.79%,-141665753,-104120556,-42710,-1073353,-243112,-112305,-193157,-35920889,40328,8.00%
2016,SAO MARTINHO SA,Brazil,Processing of Food products nec,-19.36%,-118.07%,-139105282,-105716265,-34060,-1263842,-291871,-5220,-53609,-31763380,22967,9.00%
2016,PIONEER FOOD GROUP LIMITED,South Africa,Processing of Food products nec,-8.68%,-83.28%,-130746006,-110775125,-33669,-1410801,-310278,-5190,-285879,-17941793,16731,7.00%
2016,"FLOWERS FOODS,INC.",United States,Processing of Food products nec,-3.29%,-44.79%,-129336012,-119715665,-29782,-1603945,-372324,-5247,-15006,-7601508,7466,5.00%
2016,HERSHEY CO,United States,Processing of Food products nec,-1.65%,-9.33%,-122949886,-92916059,-21666,-1232071,-287055,-3910,-28432,-28462209,1516,1.00%
2016,NISSHIN SEIFUN GROUP INCORPORATED,Japan,Processing of Food products nec,-2.53%,-59.19%,-120601769,-115622673,-29503,-1538703,-359578,-5115,-13766,-3040410,7978,6.00%
2016,NISSIN FOODS HOLDINGS CO LIMITED,Japan,Processing of Food products nec,-2.97%,-54.22%,-119294286,-115021565,-26623,-1525728,-356643,-4813,-11574,-2348201,861,3.00%
2016,CJ CHEILJEDANG CORP,South Korea,Processing of Food products nec,-0.88%,-15.17%,-106281851,-101236436,-25210,-1323816,-309949,-4291,-114256,-3269473,1579,0.00%
2016,J M SMUCKER CO,United States,Processing of Food products nec,-1.28%,-8.03%,-100352955,-89000079,-25136,-1207078,-275604,-4229,-29850,-9825829,14850,11.00%
2016,TOYO SUISAN KAISHA LIMITED,Japan,Processing of Food products nec,-2.95%,-39.98%,-97028723,-93544286,-21727,-1240836,-290053,-3920,-9477,-1919280,856,3.00%
2016,BARRY CALLEBAUT AG,Switzerland,Processing of Food products nec,-1.36%,-22.84%,-89284770,-86212998,-21525,-1149244,-269039,-3757,-7781,-1624736,4309,5.00%
2016,STRAUSS GROUP LTD,Israel,Processing of Food products nec,-5.93%,-63.78%,-81360291,-46472586,-11415,-597921,-138146,-2193,-32013,-34106552,535,5.00%
2016,AVI LIMITED,South Africa,Processing of Food products nec,-8.41%,-47.59%,-74937715,-65482266,-19908,-833928,-183394,-3068,-169155,-8255896,9899,7.00%
2016,CALBEE INCORPORATED,Japan,Processing of Food products nec,-3.35%,-29.34%,-70734884,-68117081,-16931,-906359,-211977,-2969,-6086,-1477008,3527,5.00%
2016,BEL SA,France,Processing of Food products nec,-2.16%,-19.45%,-66829752,-65917659,-18000,-876751,-202319,-2960,-47650,229934,5654,3.00%
2016,KEWPIE CORP,Japan,Processing of Food products nec,-1.40%,-25.75%,-66427934,-61044189,-14194,-806661,-187873,-2555,-13657,-4359407,602,2.00%
2016,BONDUELLE,France,Processing of Food products nec,-3.19%,-79.61%,-66274942,-50126995,-12562,-669332,-154494,-2184,-31938,-15280265,2828,3.00%
2016,NONGSHIM COMPANY LIMITED,South Korea,Processing of Food products nec,-3.04%,-75.07%,-55914637,-52689973,-12771,-698969,-163782,-2253,-17394,-2331015,1521,0.00%
2016,UNI PRESIDENT ENTERPRISES CORPORATION,Taiwan,Processing of Food products nec,-0.41%,-8.09%,-52702431,-48308552,-11550,-626762,-146869,-2026,-7145,-3599943,413,4.00%
2016,NAMCHOW HOLDINGS CO LTD,Taiwan,Processing of Food products nec,-10.43%,-83.99%,-52494597,-49384530,-11333,-656423,-153861,-2059,-282,-2286219,109,0.00%
2016,DEVRO PLC,United Kingdom,Processing of Food products nec,-15.27%,-97.14%,-45509470,-44056888,-10396,-585189,-137005,-1867,-11063,-707964,901,1.00%
2016,HKSCAN CORPORATION,Finland,Processing of Food products nec,-2.17%,N/A,-42936953,-33604643,-8277,-441828,-103312,-1434,-18203,-8760135,881,18.00%
2016,EMMI AG,Switzerland,Processing of Food products nec,-1.30%,-21.11%,-41765487,-40463669,-10137,-539442,-126276,-1766,-3798,-622502,2103,5.00%
2016,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,Switzerland,Processing of Food products nec,-0.99%,-7.02%,-37868541,-36648619,-9438,-488957,-114402,-1624,-4546,-603472,2518,7.00%
2016,GRUPO NUTRESA SA,Colombia,Processing of Food products nec,-1.26%,-14.06%,-36380238,-29498319,-15518,-281702,-66047,-33748,-49492,-6452004,16592,16.00%
2016,BEGA CHEESE LIMITED,Australia,Processing of Food products nec,-4.15%,-139.66%,-35918257,-37631768,-13546,-433537,-99226,-1971,-50428,2300924,11295,15.00%
2016,TTET UNION CORPORATION,Taiwan,Processing of Food products nec,-6.32%,-99.78%,-33913496,-33178653,-7784,-441034,-103208,-1395,-300,-181484,362,0.00%
2016,"MCCORMICK & COMPANY,INCORPORATED",United States,Processing of Food products nec,-0.76%,-5.07%,-33591347,-28835003,-6643,-378303,-88467,-1201,-16858,-4264985,113,3.00%
2016,NAMYANG DAIRY PRODUCTS COMPANY LIMITED,South Korea,Processing of Food products nec,-2.98%,-88.20%,-30634503,-28845533,-7000,-382636,-89658,-1234,-9722,-1299571,850,0.00%
2016,YAKULT HONSHA CO LTD,Japan,Processing of Food products nec,-0.85%,-8.32%,-28585375,-26890392,-6153,-353783,-82047,-1114,-9654,-1242288,56,4.00%
2016,CRANSWICK PLC,United Kingdom,Processing of Food products nec,-1.97%,-32.45%,-25993196,-24750640,-7082,-325835,-75546,-1176,-49078,-787836,3996,11.00%
2016,PREMIER FOODS PLC,United Kingdom,Processing of Food products nec,-2.56%,-36.20%,-24383829,-23359248,-6368,-308260,-71661,-1077,-35409,-604689,2883,9.00%
2016,BOURBON CORPORATION,Japan,Processing of Food products nec,-2.50%,-62.88%,-23496285,-22591110,-5769,-300643,-70255,-1000,-2709,-526369,1570,5.00%
2016,GLAXOSMITHKLINE CONSUMER HEALTHCARE LIMITED,India,Processing of Food products nec,-3.63%,-20.10%,-23020531,-14967798,-7801,-198147,-28793,-978,-40055,-7787009,10050,17.00%
2016,SANFORD LTD,New Zealand,Processing of Food products nec,-6.49%,-54.63%,-20982967,-16717268,-6536,-177623,-40418,-16198,-27732,-4002981,5790,2.00%
2016,BING-GRAE COMPANY LIMITED,South Korea,Processing of Food products nec,-2.75%,-59.97%,-18542732,-17402617,-4244,-230793,-54076,-746,-6380,-844434,558,1.00%
2016,HOUSE SHOKUHIN GROUP HONSHA KK,Japan,Processing of Food products nec,-0.88%,-19.86%,-18347821,-16743871,-5159,-223105,-51799,-828,-5981,-1320544,3467,14.00%
2016,PULMUONE CO LTD,South Korea,Processing of Food products nec,-1.05%,-56.34%,-17750423,-14402331,-3955,-189907,-44441,-655,-15932,-3094595,1393,8.00%
2016,RAISIO OYJ,Finland,Processing of Food products nec,-2.59%,-25.44%,-11919276,-9703697,-2357,-127867,-29915,-412,-4241,-2050993,205,15.00%
2016,LIAN HWA FOODS CORP,Taiwan,Processing of Food products nec,-3.59%,-49.55%,-7440435,-6709226,-1550,-89076,-20869,-281,-116,-619362,45,0.00%
2016,FWUSOW INDUSTRY COMPANY LIMITED,Taiwan,Processing of Food products nec,-2.17%,-315.44%,-7348654,-7189459,-1701,-95488,-22361,-305,-190,-39319,169,1.00%
2016,TAIYEN BIOTECH COMPANY LIMITED,Taiwan,Processing of Food products nec,-7.85%,-52.75%,-6677190,-6530636,-1920,-88469,-20713,-322,-48,-36413,1332,0.00%
2016,A.G.V. PRODUCTS CORP,Taiwan,Processing of Food products nec,-1.70%,N/A,-2158276,-2111676,-503,-27919,-6542,-89,-71,-11503,27,1.00%
2016,NTPC LIMITED,India,Production of electricity by hydro,-1224.44%,-7424.78%,-1.41898E+11,-47327608071,-20880365,-614988450,-145621389,-2648024,-19627,-93801491163,15290632,0.00%
2016,"NRG ENERGY,INC.",United States,Production of electricity by hydro,-464.89%,-4638.05%,-57419093625,-20358461257,-4702114,-270482070,-63333844,-852783,-675792,-36720751345,165580,0.00%
2016,UNIPER SE,Germany,Production of electricity by hydro,-36.98%,N/A,-26256241923,-20163034059,-5408018,-269796245,-63278322,-920278,-48859,-5755826922,2070780,0.00%
2016,YUNIPRO PAO,Russia,Production of electricity by hydro,-1686.98%,-8508.45%,-21560658515,-7603864753,-2217357,-102475048,-24023099,-386881,-55570,-13828974474,1338669,0.00%
2016,AES CORP,United States,Production of electricity by hydro,-149.80%,-911.80%,-20351329213,-18602710905,-5607592,-244799823,-57615270,-866768,-743366,-1441089709,2104219,1.00%
2016,CHINA POWER INTERNATIONAL DEVELOPMENT LIMITED,Hong Kong,Production of electricity by hydro,-405.08%,-1723.66%,-12838649660,-10728500030,-2574375,-142724469,-33476763,-456857,-30063,-1931138368,251266,0.00%
2016,TRANSALTA CORPORATION,Canada,Production of electricity by hydro,-443.92%,-3399.60%,-7934035306,-7544877679,-2445311,-100506433,-23653246,-479048,-49553,-263512616,1488581,0.00%
2016,RATCH GROUP PCL,Thailand,Production of electricity by hydro,-316.58%,-3358.49%,-4207639663,-3992035762,-1030268,-53525696,-12541879,-197754,-490,-148671972,364159,0.00%
