Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2013,"SEKISUI HOUSE,LIMITED",Japan,Construction (45),-0.19%,-3.55%,"(2,91,05,170)","(2,84,73,621)",-9145,"(3,77,570)",-88407,-1396,-4721,"(1,55,445)",5136,16%
2013,VEIDEKKE ASA,Norway,Construction (45),-0.80%,-27.36%,"(2,87,54,572)","(2,79,80,714)",-6789,"(3,72,822)",-86917,-1197,-888,"(3,06,108)",863,3%
2013,TAISEI CORPORATION,Japan,Construction (45),-0.21%,-8.32%,"(2,81,93,233)","(2,73,67,190)",-16140,"(3,93,707)",-91709,-2224,-4144,"(3,46,397)",28278,1%
2013,KINGSPAN GROUP PLC,Ireland,Construction (45),-1.13%,-17.03%,"(2,79,26,531)","(2,73,15,676)",-6226,"(3,64,748)",-84882,-1136,-127,"(1,53,795)",60,0%
2013,FLUOR CORPORATION,United States,Construction (45),-0.08%,-1.90%,"(2,26,05,520)","(2,21,07,059)",-4734,"(3,08,149)",-66211,-890,-2165,"(1,16,428)",116,7%
2013,AECOM,United States,Construction (45),-0.27%,-6.41%,"(2,22,74,993)","(2,17,89,418)",-4887,"(2,94,005)",-67130,-898,-645,"(1,18,044)",35,2%
2013,BUDIMEX S.A.,Poland,Construction (45),-1.40%,-64.89%,"(2,20,71,905)","(1,93,32,051)",-4651,"(2,49,327)",-58410,-807,-4483,"(24,22,206)",30,15%
2013,NISHIMATSU CONSTRUCTION CO LTD,Japan,Construction (45),-0.84%,-75.94%,"(2,01,53,916)","(1,96,54,047)",-4908,"(2,61,216)",-61224,-851,-741,"(1,71,735)",806,5%
2013,WILSON BAYLY HOLMES - OVCON LIMITED,South Africa,Construction (45),-0.77%,-20.03%,"(1,74,71,592)","(1,70,94,605)",-4749,"(2,26,921)",-51256,-793,-5592,-90109,2433,8%
2013,GEBERIT AG,Switzerland,Construction (45),-0.75%,-2.99%,"(1,67,66,269)","(1,63,75,925)",-6049,"(2,12,139)",-49845,-830,-622,"(1,24,216)",3356,2%
2013,AICA KOGYO COMPANY LIMITED,Japan,Construction (45),-1.45%,-12.17%,"(1,39,38,941)","(1,36,36,588)",-3284,"(1,81,292)",-42496,-581,-296,-74726,323,3%
2013,DORMAKABA HOLDING AG,Switzerland,Construction (45),-1.21%,-10.92%,"(1,31,44,687)","(1,28,53,287)",-3032,"(1,69,969)",-39766,-541,-300,-77961,169,1%
2013,MORGAN SINDALL GROUP PLC,United Kingdom,Construction (45),-0.37%,-39.07%,"(1,30,04,752)","(1,27,34,493)",-3164,"(1,69,695)",-39681,-555,-1792,-56016,643,5%
2013,GALLIFORD TRY PLC,United Kingdom,Construction (45),-0.51%,-10.24%,"(1,24,59,848)","(1,21,88,443)",-2964,"(1,62,334)",-37986,-524,-1255,-66793,451,4%
2013,YIT OYJ,Finland,Construction (45),-0.49%,-9.49%,"(1,17,09,146)","(1,14,54,510)",-3515,"(1,52,690)",-35426,-544,-1487,-62642,1668,14%
2013,AF GRUPPEN ASA,Norway,Construction (45),-0.64%,-13.43%,"(1,06,47,116)","(1,03,46,359)",-2548,"(1,37,923)",-32108,-446,-413,"(1,27,722)",401,3%
2013,MALAYSIAN RESOURCES CORPORATION BERHAD,Malaysia,Construction (45),-3.66%,N/A,"(1,05,09,885)","(1,02,13,384)",-2651,"(1,25,984)",-29423,-432,-50017,-88177,182,1%
2013,TODA CORPORATION,Japan,Construction (45),-0.21%,N/A,"(1,00,52,673)","(98,18,712)",-8339,"(1,45,660)",-34083,-1047,-1454,-59828,16450,1%
2013,GWA GROUP LIMITED,Australia,Construction (45),-1.88%,-16.74%,"(95,33,914)","(93,27,077)",-2168,"(1,24,024)",-29075,-391,-78,-51165,64,1%
2013,BARRATT DEVELOPMENTS PLC,United Kingdom,Construction (45),-0.20%,-2.03%,"(85,85,310)","(82,00,951)",-2189,"(1,09,481)",-25538,-372,-2229,"(2,45,351)",800,8%
2013,LINDAB INTERNATIONAL AB,Sweden,Construction (45),-0.81%,-11.52%,"(82,14,102)","(80,25,589)",-1831,"(1,06,016)",-24806,-332,-26,-55466,-36,1%
2013,TAYLOR WIMPEY PLC,United Kingdom,Construction (45),-0.20%,-1.55%,"(76,62,142)","(74,94,151)",-1990,"(1,00,032)",-23338,-339,-1963,-41035,705,8%
2013,MRV ENGENHARIA E PARTICIPACOES S.A.,Brazil,Construction (45),-0.37%,-3.64%,"(61,37,951)","(37,27,508)",-888,-48989,-11454,-157,-324,"(23,48,680)",49,1%
2013,SANWA HOLDINGS CORP,Japan,Construction (45),-0.23%,-4.32%,"(58,23,944)","(56,97,580)",-1737,-75591,-17704,-272,-778,-31128,846,14%
2013,KB HOME,United States,Construction (45),-0.22%,-4.52%,"(45,74,764)","(44,74,912)",-999,-60598,-13744,-184,-166,-24169,9,3%
2013,CENTROTEC SUSTAINABLE AG,Germany,Construction (45),-0.60%,-14.51%,"(43,43,862)","(42,46,471)",-1218,-52535,-12252,-200,-1318,-30517,649,8%
2013,PERSIMMON PLC,United Kingdom,Construction (45),-0.12%,-0.81%,"(43,15,771)","(42,20,526)",-1216,-56461,-13134,-200,-1784,-23091,641,12%
2013,BERKELEY GROUP HOLDINGS PLC,United Kingdom,Construction (45),-0.16%,-0.81%,"(37,19,432)","(35,30,936)",-973,-47177,-10992,-163,-1174,"(1,28,439)",422,10%
2013,CHINA STEEL STRUCTURE COMPANY LIMITED,Taiwan,Construction (45),-0.55%,-23.51%,"(36,16,515)","(35,38,693)",-947,-46409,-10721,-154,-904,-18853,167,6%
2013,JM AB,Sweden,Construction (45),-0.12%,-1.02%,"(23,85,739)","(23,13,998)",-521,-29381,-6794,-93,-50,-34834,-69,8%
2013,REDROW PLC,United Kingdom,Construction (45),-0.19%,-1.55%,"(18,84,684)","(18,43,331)",-494,-24611,-5740,-84,-517,-10092,186,9%
2013,CREST NICHOLSON HOLDINGS PLC,United Kingdom,Construction (45),-0.17%,-0.90%,"(14,46,039)","(14,14,263)",-387,-18892,-4403,-65,-450,-7742,161,10%
2013,HENRY BOOT PLC,United Kingdom,Construction (45),-0.42%,-3.19%,"(10,80,599)","(10,57,040)",-260,-14083,-3294,-46,-132,-5792,47,4%
2013,EVEN CONSTRUTORA E INCORPORADORA,Brazil,Construction (45),-0.04%,-0.30%,"(4,24,117)","(3,15,828)",-123,-3944,-903,-18,-206,"(1,03,217)",121,18%
2013,KAZ MINERALS PLC,United Kingdom,Copper production,-229.43%,-9000.07%,"(4,53,83,49,840)","(4,04,01,73,234)","(27,80,195)","(4,66,70,897)","(1,15,81,167)","(2,57,519)",-32900,"(43,85,15,470)","16,61,542",0%
2013,FIRST QUANTUM MINERALS LTD.,Canada,Copper production,-12.06%,-44.73%,"(44,35,49,970)","(27,65,33,473)","(1,81,162)","(14,99,155)","(4,12,990)",-11199,"(7,31,05,062)","(9,17,57,244)",-49685,4%
2013,OZ MINERALS LIMITED,Australia,Copper production,-54.14%,N/A,"(31,19,46,157)","(8,94,01,239)",-32942,"(11,42,440)","(2,65,995)",-5090,"(4,56,18,395)","(17,55,18,108)",38053,19%
2013,TRIBAL GROUP PLC,United Kingdom,Education (80),-0.13%,-1.02%,"(2,62,630)","(2,56,812)",-66,-3476,-762,-11,-169,-1354,20,3%
2013,GAZPROM PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-19.49%,-66.80%,"(31,18,42,25,072)","(27,23,78,52,854)","(1,07,01,396)","(39,01,45,540)","(7,99,79,248)","(15,03,017)","(1,83,39,539)","(3,45,63,50,661)","1,06,47,182",13%
2013,ROYAL DUTCH SHELL PLC,Netherlands,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-4.34%,-72.90%,"(19,58,77,15,277)","(19,04,73,92,221)","(64,49,138)","(25,71,28,014)","(5,96,97,994)","(9,82,316)","(3,38,234)","(22,05,33,231)","48,05,869",0%
2013,ENI - ENTE NAZIONALE IDROCARBURI,Italy,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-9.98%,-115.95%,"(15,77,26,63,180)","(13,33,06,79,084)","(36,70,416)","(18,97,41,953)","(4,02,81,730)","(6,25,982)","(11,95,206)","(2,20,89,28,909)","24,60,100",4%
2013,CHEVRON CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-6.89%,-53.25%,"(14,58,85,12,609)","(13,85,09,03,557)","(53,74,330)","(18,48,42,495)","(4,22,64,123)","(7,53,813)","(1,12,34,335)","(49,76,28,154)","44,88,197",3%
2013,PETROLEO BRASILEIRO SA PETROBRAS,Brazil,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-11.03%,-104.37%,"(14,23,80,79,962)","(14,01,51,94,413)","(63,16,567)","(19,58,23,668)","(4,39,20,195)","(8,78,346)","(1,44,03,989)","3,07,39,614","77,17,603",1%
2013,BP PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-3.64%,-49.68%,"(13,81,34,83,469)","(13,02,60,94,729)","(44,38,226)","(17,80,89,741)","(4,08,78,849)","(6,91,466)","(1,39,43,985)","(55,33,04,576)","39,58,103",1%
2013,CONOCOPHILLIPS,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-10.16%,-44.60%,"(5,58,35,36,652)","(5,65,32,70,028)","(22,30,482)","(8,09,42,673)","(1,77,84,042)","(3,44,271)","(29,14,682)","17,09,07,079","30,42,447",2%
2013,SUNCOR ENERGY INCORPORATED,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-14.29%,-83.58%,"(5,33,56,18,900)","(5,03,68,92,306)","(15,98,385)","(6,65,72,825)","(1,55,25,325)","(2,47,699)","(88,53,558)","(20,68,90,517)","9,61,716",3%
2013,CNX RESOURCES CORP,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-156.27%,-5650.43%,"(4,87,68,88,282)","(4,71,84,20,648)","(11,02,440)","(6,28,21,178)","(1,47,22,710)","(1,99,151)","(1,65,552)","(7,95,30,961)",74357,0%
2013,ORIGIN ENERGY LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-36.38%,-264.20%,"(4,75,86,45,563)","(4,59,49,47,301)","(10,68,615)","(6,59,72,183)","(1,31,37,195)","(1,87,616)","(43,57,473)","(7,91,90,047)","2,14,867",13%
2013,CANADIAN NATURAL RESOURCES LTD (PRE-MERGER),Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-30.94%,-149.84%,"(4,70,27,65,160)","(4,57,07,77,167)","(15,04,617)","(6,38,37,382)","(1,41,15,934)","(2,39,591)","(36,02,518)","(5,00,90,594)","14,02,641",17%
2013,GAZPROM NEFT' PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-10.82%,-61.74%,"(4,17,45,18,644)","(3,83,02,41,815)","(10,89,945)","(5,12,27,827)","(1,12,83,931)","(1,67,243)","(44,23,149)","(27,63,22,549)","2,37,815",2%
2013,OMV AKTIENGESELLSCHAFT,Austria,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-7.03%,-112.22%,"(4,11,03,22,624)","(3,84,94,13,572)","(10,05,843)","(5,16,95,668)","(1,20,03,604)","(1,73,259)","(5,32,459)","(19,58,51,814)","3,53,595",0%
2013,OIL INDIA LIMITED,India,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-239.80%,-590.80%,"(3,86,25,79,497)","(3,77,98,29,389)","(11,57,186)","(4,97,36,955)","(1,16,06,002)","(1,73,596)",-17319,"(2,04,10,795)","3,51,745",1%
2013,EQUINOR ASA,Norway,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-3.75%,-16.06%,"(3,82,80,45,873)","(3,73,60,94,929)","(12,85,113)","(5,26,24,367)","(1,17,99,499)","(2,06,427)","(4,09,362)","(2,70,43,672)","14,17,496",0%
2013,WOODSIDE PETROLEUM LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-36.45%,-75.18%,"(2,25,70,37,952)","(2,20,14,35,857)","(7,33,276)","(2,98,84,077)","(68,49,786)","(1,14,380)","(20,62,949)","(1,65,62,209)","6,04,582",2%
2013,MOL MAGYAR OLAJ ES GAZIPARI NYILVANOSAN MUKODO RESZVENYTARSASAG,Hungary,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-8.60%,N/A,"(2,18,37,66,110)","(2,14,95,76,496)","(5,79,769)","(2,84,83,140)","(66,43,705)",-96268,-35546,"14,78,804","1,70,010",1%
2013,CENOVUS ENERGY INC,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-9.45%,-86.87%,"(1,65,91,85,254)","(1,60,12,74,932)","(4,59,039)","(2,10,89,398)","(49,33,593)",-75944,"(41,63,033)","(2,74,35,457)","2,46,142",5%
2013,ENCANA CORP,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-22.24%,-138.04%,"(1,34,83,95,753)","(1,29,98,53,164)","(4,32,306)","(1,80,28,400)","(39,05,177)",-65548,"(14,36,869)","(2,50,02,710)","3,28,423",3%
2013,"GALP ENERGIA SGPS,S.A.",Portugal,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-4.95%,-246.92%,"(1,34,74,91,358)","(1,19,35,16,838)","(3,38,480)","(1,57,11,837)","(36,74,729)",-52928,-  ,"(13,42,62,645)",66100,0%
2013,PTT EXPLORATION & PRODUCTION PUBLIC COMPANY LIMITED,Thailand,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-17.67%,-36.74%,"(1,21,49,26,893)","(1,17,70,36,757)","(3,47,559)","(1,58,50,496)","(35,63,523)",-57723,"(15,18,633)","(1,68,07,723)","2,55,519",6%
2013,"NOBLE ENERGY,INC.",United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-19.19%,-61.52%,"(92,27,59,117)","(88,89,26,044)","(2,14,025)","(1,20,18,895)","(27,38,688)",-38405,"(2,55,114)","(1,86,18,031)",50083,1%
2013,SANTOS LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-27.72%,-125.75%,"(89,33,63,083)","(79,83,19,748)","(2,95,738)","(1,11,54,441)","(25,26,591)",-46673,"(10,73,645)","(8,03,15,028)","3,68,780",2%
2013,NOVATEK PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-8.63%,-23.85%,"(78,30,99,470)","(76,23,68,095)","(1,97,855)","(1,01,43,183)","(23,46,453)",-34388,"(10,40,387)","(70,45,307)",76198,3%
2013,SURGUTNEFTEGAZ PAO,Russia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-2.71%,-10.16%,"(69,00,77,716)","(16,27,38,127)",-94896,"(62,63,525)","4,40,563",-8577,"(29,23,173)","(51,87,90,086)","3,00,105",19%
2013,PEYTO EXPLORATION & DEVELOPMENT CORP,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-80.24%,-210.58%,"(39,36,69,097)","(38,43,26,985)",-96579,"(52,07,847)","(11,92,712)",-17066,"(1,16,297)","(27,44,169)",32558,3%
2013,CGG SA,France,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-12.39%,-133.29%,"(35,10,68,538)","(34,32,30,945)",-83509,"(52,80,196)","(8,54,645)",-15229,"(1,86,984)","(15,01,879)",84850,10%
2013,ENERPLUS CORPORATION,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-18.49%,-158.00%,"(22,81,61,410)","(19,99,91,653)",-67707,"(26,69,988)","(6,26,165)",-10471,"(2,92,441)","(2,45,57,927)",54942,2%
2013,BAYTEX ENERGY CORPORATION,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-19.70%,-83.25%,"(20,68,94,308)","(20,10,76,782)",-88328,"(29,61,777)","(6,33,154)",-13345,"(2,48,887)","(20,11,946)","1,39,911",10%
2013,ENQUEST PLC,United Kingdom,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-24.83%,-83.91%,"(15,23,29,268)","(14,89,72,225)",-37747,"(20,10,503)","(4,63,519)",-6606,-35351,"(8,14,991)",11674,6%
2013,BUMI ARMADA BHD,Malaysia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-21.28%,-84.78%,"(13,45,82,689)","(13,14,16,827)",-44334,"(18,34,127)","(3,85,610)",-6743,"(1,39,632)","(7,93,875)",38458,16%
2013,EQT CORPORATION,United States,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-4.80%,-15.21%,"(8,61,32,855)","(7,21,10,225)","(1,01,475)","(13,02,527)","(2,91,728)",-13090,-95136,"(1,24,86,821)","2,68,146",5%
2013,ETABLISSEMENTS MAUREL ET PROM SA,France,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-6.79%,-11.24%,"(5,42,66,895)","(5,30,26,925)",-13543,"(9,07,164)","(1,04,490)",-2473,-52781,"(1,83,469)",23951,19%
2013,NUVISTA ENERGY LTD,Canada,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-28.26%,N/A,"(5,12,06,864)","(4,97,60,847)",-18261,"(7,06,108)","(1,55,192)",-2847,-42958,"(5,42,433)",21782,7%
2013,BEACH ENERGY LIMITED,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-5.33%,-18.51%,"(3,33,19,411)","(3,24,20,662)",-7486,"(4,32,244)",-91164,-1352,"(2,08,115)","(1,60,270)",1882,12%
2013,AKASTOR ASA,Norway,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-0.29%,-5.52%,"(2,03,76,631)","(1,92,52,716)",-7770,"(4,26,529)",-36750,-1227,-28335,"(6,43,625)",20320,14%
2013,KAROON ENERGY LTD,Australia,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-111.31%,N/A,"(77,50,489)","(75,78,336)",-1986,"(1,04,362)",-23211,-342,-2320,-40811,879,7%
2013,ENAUTA PARTICIPACOES SA,Brazil,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",-3.73%,-14.40%,"(76,83,678)","(74,88,794)",-2025,"(1,13,494)",-20777,-335,-22964,-36684,1395,1%
2013,PGS ASA,Norway,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",2.03%,7.69%,"17,99,68,714","17,69,53,082",-79985,"20,64,880","5,50,365",-3411,-35554,"2,42,264","2,77,073",11%
2013,SAIPEM SPA,Italy,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",1.84%,157.03%,"31,59,46,894","37,28,98,033","(1,94,649)","41,28,878","9,80,738",-15022,"(1,29,530)","(6,25,16,125)","7,94,571",2%
2013,BOURBON CORPORATION SA,France,"Extraction of crude petroleum and services related to crude oil extraction,excluding surveying",18.96%,151.54%,"34,26,96,635","33,69,97,934","(1,77,844)","31,84,431","9,98,234",-14867,"(1,19,323)","10,35,025","7,93,046",18%
2013,PETRONAS DAGANGAN BERHAD,Malaysia,"Extraction of natural gas and services related to natural gas extraction,excluding surveying",-135.67%,-4693.21%,"(13,38,41,56,580)","(13,08,22,82,928)","(41,85,732)","(17,46,64,351)","(4,06,95,592)","(6,47,044)","(30,69,826)","(8,11,80,444)","25,69,337",2%
2013,RELIANCE INDUSTRIES LIMITED,India,"Extraction of natural gas and services related to natural gas extraction,excluding surveying",-17.87%,-319.32%,"(11,43,09,95,780)","(8,88,76,41,438)","(21,91,041)","(10,84,28,247)","(2,49,87,223)","(3,71,253)","(91,29,282)","(2,39,84,14,110)","1,66,814",13%
2013,GS HOLDINGS CORP,South Korea,"Extraction of natural gas and services related to natural gas extraction,excluding surveying",-33.80%,-948.19%,"(2,99,80,68,294)","(2,92,99,30,358)","(6,46,364)","(4,21,47,299)","(82,81,169)","(1,16,970)","(24,77,852)","(1,45,62,222)",93941,19%
2013,"IDEMITSU KOSAN CO.,LTD",Japan,"Extraction of natural gas and services related to natural gas extraction,excluding surveying",-2.74%,-108.46%,"(1,14,22,61,029)","(1,11,09,24,381)","(7,14,223)","(1,42,50,395)","(32,94,235)",-87125,"(52,05,403)","(88,32,142)","10,46,875",1%
2013,IRPC PUBLIC COMPANY LIMITED,Thailand,"Extraction of natural gas and services related to natural gas extraction,excluding surveying",-12.04%,N/A,"(1,07,68,85,292)","(99,57,23,867)","(3,13,279)","(1,28,52,593)","(26,89,450)",-43313,"(27,83,223)","(6,25,47,873)",68306,8%
2013,NESTE OYJ,Finland,"Extraction of natural gas and services related to natural gas extraction,excluding surveying",-3.53%,-109.54%,"(84,84,04,509)","(83,21,03,426)","(3,20,067)","(1,10,40,480)","(26,08,753)",-45083,-  ,"(25,36,309)","2,49,610",0%
2013,WEYERHAEUSER CO,United States,"Financial intermediation,except insurance and pension funding (65)",-7.17%,-55.00%,"(61,16,50,344)","(58,38,12,457)","(2,13,985)","(81,95,048)","(18,41,898)",-33070,-5963,"(1,77,86,626)","2,38,702",0%
2013,BANK OF AMERICA CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65)",-0.59%,-3.51%,"(57,89,08,829)","(45,20,44,266)","(1,02,986)","(59,61,917)","(13,97,388)",-18714,-69107,"(11,93,12,294)",-2158,1%
2013,WELLS FARGO & COMPANY,United States,"Financial intermediation,except insurance and pension funding (65)",-0.66%,-1.74%,"(57,82,11,207)","(42,77,31,862)",-97056,"(56,45,105)","(13,22,357)",-17671,-61573,"(14,33,32,700)",-2884,1%
2013,JPMORGAN CHASE & CO.,United States,"Financial intermediation,except insurance and pension funding (65)",-0.33%,-0.98%,"(35,01,46,285)","(27,90,62,497)",-75379,"(37,05,254)","(8,66,784)",-12896,-73399,"(6,63,84,413)",34336,7%
2013,SBERBANK ROSSII PAO,Russia,"Financial intermediation,except insurance and pension funding (65)",-0.56%,-2.15%,"(30,11,98,443)","(27,67,81,313)",-71508,"(37,04,319)","(8,67,178)",-12477,"(15,64,192)","(1,82,23,014)",25558,7%
2013,BARCLAYS PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.40%,-2.92%,"(24,21,70,654)","(23,37,71,212)",-55941,"(31,10,574)","(7,29,110)",-9972,-34351,"(44,65,733)",6239,3%
2013,BROOKFIELD PROPERTY REIT INC,United States,"Financial intermediation,except insurance and pension funding (65)",-7.61%,-62.68%,"(20,91,79,546)","(20,39,63,694)",-46946,"(27,12,486)","(6,35,885)",-8523,-1921,"(18,10,990)",898,0%
2013,BANCO BILBAO VIZCAYA ARGENTARIA SA,Spain,"Financial intermediation,except insurance and pension funding (65)",-0.41%,-4.11%,"(18,68,96,316)","(8,54,50,900)",-21698,"(11,40,923)","(2,66,947)",-3787,-23807,"(9,99,94,338)",6086,3%
2013,"HOST HOTELS & RESORTS,INC.",United States,"Financial intermediation,except insurance and pension funding (65)",-3.60%,-36.29%,"(18,58,14,291)","(18,07,24,123)",-41898,"(24,03,265)","(5,63,345)",-7585,-3612,"(20,72,152)",1690,1%
2013,"SIMON PROPERTY GROUP,INC.",United States,"Financial intermediation,except insurance and pension funding (65)",-3.09%,-12.51%,"(15,99,93,129)","(15,65,21,122)",-36364,"(20,81,373)","(4,87,879)",-6578,-3615,"(8,57,890)",1691,1%
2013,CAPITARETAIL CHINA TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-118.17%,-230.49%,"(14,98,74,391)","(14,66,03,331)",-33545,"(19,49,714)","(4,57,100)",-6104,-244,"(8,24,399)",45,0%
2013,PNC FINANCIAL SERVICES GROUP INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-0.86%,-2.61%,"(14,48,27,734)","(12,58,22,554)",-30634,"(16,72,403)","(3,91,784)",-5443,-11807,"(1,68,98,633)",5523,3%
2013,ORIX CORPORATION,Japan,"Financial intermediation,except insurance and pension funding (65)",-1.37%,-7.57%,"(13,90,78,942)","(13,60,64,177)",-32738,"(18,04,050)","(4,22,590)",-5839,-11261,"(7,43,050)",4763,3%
2013,MACERICH CO,United States,"Financial intermediation,except insurance and pension funding (65)",-13.40%,-573.95%,"(13,79,49,434)","(13,49,56,953)",-30976,"(17,94,821)","(4,20,772)",-5630,-720,"(7,39,899)",337,0%
2013,VORNADO REALTY TRUST,United States,"Financial intermediation,except insurance and pension funding (65)",-4.56%,-28.09%,"(12,59,30,596)","(12,27,43,101)",-28374,"(16,32,279)","(3,82,633)",-5142,-1930,"(11,38,039)",903,1%
2013,VENTAS INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-4.45%,-24.01%,"(12,49,91,447)","(12,18,42,266)",-28173,"(16,20,295)","(3,79,823)",-5106,-1965,"(11,14,739)",919,1%
2013,LLOYDS BANKING GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.14%,N/A,"(12,05,34,680)","(11,57,98,187)",-30040,"(15,42,223)","(3,61,347)",-5167,-49278,"(27,57,388)",8951,7%
2013,ABSA GROUP LTD,South Africa,"Financial intermediation,except insurance and pension funding (65)",-1.25%,-6.40%,"(10,97,21,495)","(10,73,30,226)",-24518,"(14,25,282)","(3,33,866)",-4461,-15974,"(5,87,081)",-87,0%
2013,MORGAN STANLEY,United States,"Financial intermediation,except insurance and pension funding (65)",-0.26%,-2.13%,"(9,55,32,115)","(9,34,47,596)",-25428,"(12,40,651)","(2,90,199)",-4339,-25762,"(5,10,191)",12052,10%
2013,IRON MOUNTAIN INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-3.02%,-18.63%,"(9,14,92,042)","(8,95,06,552)",-20802,"(11,90,229)","(2,78,991)",-3762,-2116,"(4,90,580)",990,1%
2013,BANCO SANTANDER SA,Spain,"Financial intermediation,except insurance and pension funding (65)",-0.09%,-1.07%,"(8,78,09,313)","(8,57,22,993)",-24340,"(11,49,869)","(2,68,399)",-4074,-52277,"(6,00,724)",13364,12%
2013,STANDARD CHARTERED PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.48%,-1.14%,"(8,14,78,417)","(7,55,77,909)",-17960,"(10,05,569)","(2,35,710)",-3212,-9364,"(46,30,393)",1701,2%
2013,"HCP,INC.",United States,"Financial intermediation,except insurance and pension funding (65)",-3.78%,-9.51%,"(7,92,81,719)","(7,73,58,773)",-17922,"(10,28,722)","(2,41,143)",-3245,-1468,"(6,31,133)",687,1%
2013,FIRSTRAND LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65)",-1.12%,-4.17%,"(7,88,84,486)","(7,71,64,383)",-17625,"(10,24,527)","(2,39,968)",-3207,-12740,"(4,21,967)",-70,0%
2013,MIZUHO FINANCIAL GROUP INC,Japan,"Financial intermediation,except insurance and pension funding (65)",-0.29%,-1.04%,"(7,63,15,024)","(7,11,52,597)",-15853,"(9,13,205)","(2,13,451)",-2867,-29194,"(39,85,705)",-2152,6%
2013,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.22%,-0.88%,"(6,79,52,838)","(6,27,35,610)",-16211,"(8,36,338)","(1,96,008)",-2798,-10795,"(41,59,882)",4804,7%
2013,WESTPAC BANKING CORPORATION,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.20%,-0.77%,"(6,77,82,159)","(5,12,78,845)",-13833,"(6,84,223)","(1,60,336)",-2345,-12198,"(1,56,35,807)",5428,8%
2013,BANK OF NEW YORK MELLON CORP.,United States,"Financial intermediation,except insurance and pension funding (65)",-0.41%,-1.57%,"(6,35,80,284)","(6,20,26,344)",-15903,"(8,24,010)","(1,92,904)",-2772,-10908,"(5,12,545)",5103,7%
